listing_id,modelo,completitud_informativa,calidad_presentacion,diferenciadores_amenidades,transparencia_precio,corregimiento,tipo_inmueble,price_usd,descripcion_fuente
143393,gemini-3.5-flash,5,4,4,5,zona_no_determinada,Apartamentos,224840,completa
136770,gemini-3.5-flash,5,5,4,1,zona_no_determinada,Apartamentos,130000,completa
143459,gemini-3.5-flash,5,5,4,5,Obarrio,Apartamentos,412068,completa
139988,gemini-3.5-flash,5,5,5,5,Obarrio,Apartamentos,31000,completa
139989,gemini-3.5-flash,5,5,4,5,Obarrio,Apartamentos,372000,completa
139990,gemini-3.5-flash,5,5,4,5,Obarrio,Apartamentos,268000,completa
140019,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,769000,completa
140020,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,769000,completa
140073,gemini-3.5-flash,5,5,4,5,El Cangrejo,Apartamentos,189000,completa
140083,gemini-3.5-flash,5,5,4,5,Obarrio,Apartamentos,138000,completa
140084,gemini-3.5-flash,4,5,4,5,Obarrio,Apartamentos,180000,completa
140133,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,1250000,completa
140181,gemini-3.1-flash-lite,4,5,4,2,El Cangrejo,Apartamentos,220000,completa
140182,gemini-3.1-flash-lite,4,5,4,1,El Cangrejo,Apartamentos,205000,completa
140183,gemini-3.5-flash,4,5,5,1,El Cangrejo,Apartamentos,152000,completa
140184,gemini-3.1-flash-lite,5,5,4,3,El Cangrejo,Apartamentos,290000,completa
140185,gemini-3.5-flash,5,5,4,3,El Cangrejo,Apartamentos,380000,completa
140186,gemini-3.5-flash,4,4,4,2,El Cangrejo,Apartamentos,210000,completa
140187,gemini-3.5-flash,5,5,4,3,El Cangrejo,Apartamentos,491000,completa
143458,gemini-3.5-flash,4,5,4,5,Obarrio,Apartamentos,542662,completa
140246,gemini-3.5-flash,5,5,5,1,Obarrio,Apartamentos,191310,completa
140247,gemini-3.5-flash,5,5,5,1,Obarrio,Apartamentos,181319,completa
140272,gemini-3.5-flash,5,5,5,1,Obarrio,Apartamentos,454735,completa
140273,gemini-3.5-flash,4,5,5,1,Obarrio,Apartamentos,350000,completa
140274,gemini-3.5-flash,5,5,5,2,Obarrio,Apartamentos,450000,completa
140411,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,308478,completa
140412,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,211472,completa
140413,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,257923,completa
140414,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,193058,completa
140415,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,225000,completa
140505,gemini-3.5-flash,5,5,5,5,Obarrio,Apartamentos,314550,completa
140506,gemini-3.1-flash-lite,5,5,5,5,Obarrio,Apartamentos,523555,completa
140507,gemini-3.5-flash,5,5,5,5,Obarrio,Apartamentos,642725,completa
140568,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,747470,completa
140569,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,360000,completa
140570,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,330400,completa
140571,gemini-3.5-flash,4,5,5,5,El Cangrejo,Apartamentos,270000,completa
140573,gemini-3.5-flash,5,5,4,5,Marbella,Apartamentos,275000,completa
140736,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,246652,completa
140737,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,307000,completa
140738,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,166856,completa
140739,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,226040,completa
140740,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,270750,completa
140742,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,232925,completa
140744,gemini-3.1-flash-lite,5,5,5,5,Marbella,Apartamentos,266500,completa
140747,gemini-3.5-flash,5,5,4,5,Bella Vista,Apartamentos,430000,completa
140857,gemini-3.5-flash,5,5,4,5,Bella Vista,Apartamentos,365000,completa
140878,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,647466,completa
140879,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,446208,completa
140880,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,431832,completa
140881,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,340786,completa
140883,gemini-3.5-flash,4,5,5,5,Marbella,Apartamentos,174000,completa
140887,gemini-3.5-flash,5,4,5,5,zona_no_determinada,Apartamentos,1275040,completa
140888,gemini-3.5-flash,4,4,5,5,zona_no_determinada,Apartamentos,316160,completa
140889,gemini-3.5-flash,5,5,5,5,zona_no_determinada,Apartamentos,234260,completa
140906,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,297000,completa
140907,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,291000,completa
140908,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,286500,completa
140932,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,249900,completa
140933,gemini-3.5-flash,5,4,5,5,El Cangrejo,Apartamentos,308478,completa
140934,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,199472,completa
140935,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,195058,completa
140980,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,678898,completa
140981,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,552436,completa
140987,gemini-3.5-flash,5,5,5,5,zona_no_determinada,Apartamentos,171100,completa
141012,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,220000,completa
141103,gemini-3.5-flash,4,4,3,5,Obarrio,Apartamentos,270000,completa
141146,gemini-3.1-flash-lite,5,5,5,5,El Cangrejo,Apartamentos,420000,completa
141147,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,375000,completa
141148,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,348000,completa
141192,gemini-3.5-flash,5,5,5,5,Obarrio,Apartamentos,470000,completa
141193,gemini-3.5-flash,4,5,5,5,Obarrio,Apartamentos,390000,completa
141194,gemini-3.5-flash,4,4,5,5,Obarrio,Apartamentos,460000,completa
141224,gemini-3.5-flash,3,3,4,1,El Cangrejo,Apartamentos,239000,completa
141279,gemini-3.5-flash,5,5,4,5,El Cangrejo,Apartamentos,189000,completa
141286,gemini-3.1-flash-lite,5,5,5,5,Obarrio,Apartamentos,185000,completa
141289,gemini-3.5-flash,5,5,4,5,Obarrio,Apartamentos,143000,completa
141290,gemini-3.5-flash,5,5,5,5,Obarrio,Apartamentos,185000,completa
141392,gemini-3.5-flash,4,5,5,1,El Cangrejo,Apartamentos,220000,completa
141393,gemini-3.5-flash,4,5,5,1,El Cangrejo,Apartamentos,205000,completa
141394,gemini-3.5-flash,4,5,5,1,El Cangrejo,Apartamentos,152000,completa
141395,gemini-3.5-flash,4,3,3,1,El Cangrejo,Apartamentos,290000,completa
141396,gemini-3.5-flash,4,3,3,1,El Cangrejo,Apartamentos,380000,completa
141397,gemini-3.5-flash,3,2,2,1,El Cangrejo,Apartamentos,210000,completa
141398,gemini-3.5-flash,4,3,3,1,El Cangrejo,Apartamentos,491000,completa
141459,gemini-3.5-flash,5,5,5,2,Obarrio,Apartamentos,191310,completa
141460,gemini-3.5-flash,4,5,5,2,Obarrio,Apartamentos,181319,completa
141484,gemini-3.5-flash,5,5,5,1,Obarrio,Apartamentos,454735,completa
141485,gemini-3.5-flash,5,5,5,2,Obarrio,Apartamentos,350000,completa
141486,gemini-3.5-flash,5,5,5,2,Obarrio,Apartamentos,450000,completa
141623,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,308478,completa
141624,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,257923,completa
141625,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,211472,completa
141626,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,193058,completa
141627,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,225000,completa
141718,gemini-3.5-flash,5,5,5,5,Obarrio,Apartamentos,314550,completa
141719,gemini-3.5-flash,5,5,5,5,Obarrio,Apartamentos,523555,completa
141720,gemini-3.5-flash,5,5,5,5,Obarrio,Apartamentos,642725,completa
141782,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,747470,completa
141783,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,360000,completa
141784,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,330400,completa
141785,gemini-3.5-flash,4,5,5,4,El Cangrejo,Apartamentos,270000,completa
141788,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,275000,completa
141951,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,271454,completa
141952,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,307000,completa
141953,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,270750,completa
141954,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,166856,completa
141955,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,226040,completa
141956,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,232925,completa
141957,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,266500,completa
141962,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,430000,completa
142073,gemini-3.5-flash,5,5,4,5,Bella Vista,Apartamentos,365000,completa
142093,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,647466,completa
142094,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,446208,completa
142095,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,431832,completa
142096,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,340786,completa
142098,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,174000,completa
142102,gemini-3.5-flash,5,5,5,5,zona_no_determinada,Apartamentos,1275040,completa
142103,gemini-3.5-flash,5,5,5,5,zona_no_determinada,Apartamentos,316160,completa
142104,gemini-3.5-flash,5,5,5,5,zona_no_determinada,Apartamentos,234260,completa
142121,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,297000,completa
142122,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,291000,completa
142123,gemini-3.1-flash-lite,5,5,5,5,Marbella,Apartamentos,286500,completa
142147,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,249900,completa
142148,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,308478,completa
142149,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,199472,completa
142150,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,195058,completa
142200,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,678898,completa
142201,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,552436,completa
142207,gemini-3.5-flash,5,5,5,5,zona_no_determinada,Apartamentos,171100,completa
142232,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,220000,completa
142325,gemini-3.5-flash,4,3,3,5,Obarrio,Apartamentos,270000,completa
142368,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,420000,completa
142370,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,348000,completa
142415,gemini-3.5-flash,4,4,5,5,Obarrio,Apartamentos,470000,completa
142416,gemini-3.5-flash,5,5,5,5,Obarrio,Apartamentos,390000,completa
142417,gemini-3.5-flash,5,5,5,5,Obarrio,Apartamentos,460000,completa
142451,gemini-3.5-flash,4,2,4,1,El Cangrejo,Apartamentos,239000,completa
142483,gemini-3.5-flash,4,4,5,2,El Cangrejo,Apartamentos,296482,completa
142484,gemini-3.5-flash,5,5,5,1,El Cangrejo,Apartamentos,424636,completa
142485,gemini-3.5-flash,4,5,5,1,El Cangrejo,Apartamentos,201135,completa
143460,gemini-3.5-flash,4,5,4,5,Obarrio,Apartamentos,240006,completa
143461,gemini-3.5-flash,4,5,4,5,Obarrio,Apartamentos,438012,completa
143450,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,193760,completa
143451,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,188100,completa
143455,gemini-3.5-flash,5,5,4,5,Obarrio,Apartamentos,299065,completa
143453,gemini-3.5-flash,5,5,4,5,Obarrio,Apartamentos,268922,completa
143426,gemini-3.5-flash,4,4,4,1,zona_no_determinada,Apartamentos,260000,completa
143420,gemini-3.5-flash,4,3,4,1,zona_no_determinada,Apartamentos,155000,completa
143384,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,169000,completa
143414,gemini-3.5-flash,4,4,4,1,zona_no_determinada,Apartamentos,99500,completa
143413,gemini-3.5-flash,4,4,3,1,zona_no_determinada,Apartamentos,130000,completa
143389,gemini-3.5-flash,2,4,3,1,Marbella,Apartamentos,230000,completa
143309,gemini-3.5-flash,5,5,5,2,Bella Vista,Apartamentos,480000,completa
143308,gemini-3.5-flash,5,5,5,1,Obarrio,Apartamentos,320755,completa
143307,gemini-3.5-flash,4,5,5,1,zona_no_determinada,Apartamentos,243977,completa
143197,gemini-3.5-flash,5,4,5,1,Bella Vista,Apartamentos,210000,completa
143192,gemini-3.5-flash,4,4,3,5,Bella Vista,Apartamentos,210000,completa
143179,gemini-3.5-flash,5,5,5,1,Bella Vista,Apartamentos,375000,completa
143175,gemini-3.5-flash,4,5,3,1,El Cangrejo,Apartamentos,330000,completa
136217,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,192577,completa
143154,gemini-3.5-flash,4,4,3,1,El Cangrejo,Apartamentos,223128,completa
143411,gemini-3.5-flash,2,2,1,1,zona_no_determinada,Apartamentos,168000,preview
143140,gemini-3.5-flash,4,5,3,1,Obarrio,Apartamentos,225000,completa
143138,gemini-3.5-flash,1,2,1,1,Obarrio,Apartamentos,180519,preview
143087,gemini-3.5-flash,4,5,4,1,Bella Vista,Apartamentos,215000,completa
143085,gemini-3.5-flash,5,5,4,1,Bella Vista,Apartamentos,199000,completa
143084,gemini-3.5-flash,5,5,4,5,Marbella,Apartamentos,340000,completa
143075,gemini-3.5-flash,5,5,4,2,Marbella,Apartamentos,195000,completa
142795,gemini-3.5-flash,4,4,4,1,Bella Vista,Apartamentos,915000,completa
142779,gemini-3.5-flash,2,4,2,1,Bella Vista,Apartamentos,104000,completa
142698,gemini-3.5-flash,5,5,5,1,Bella Vista,Apartamentos,180000,completa
142635,gemini-3.5-flash,4,5,4,1,Bella Vista,Apartamentos,100200,completa
142572,gemini-3.5-flash,5,5,5,1,Bella Vista,Apartamentos,420000,completa
142811,gemini-3.5-flash,4,4,4,2,Bella Vista,Apartamentos,220000,completa
142813,gemini-3.5-flash,4,4,3,1,Bella Vista,Apartamentos,240000,completa
142822,gemini-3.5-flash,4,4,4,1,Bella Vista,Apartamentos,279000,completa
142824,gemini-3.5-flash,4,4,5,1,Bella Vista,Apartamentos,349000,completa
142825,gemini-3.5-flash,4,3,4,1,Bella Vista,Apartamentos,349000,completa
142845,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,250000,completa
142854,gemini-3.5-flash,5,5,4,1,Bella Vista,Apartamentos,950000,completa
142873,gemini-3.5-flash,4,4,5,1,Bella Vista,Apartamentos,380000,completa
142908,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,313000,completa
142910,gemini-3.5-flash,5,4,4,5,Bella Vista,Apartamentos,564000,completa
142931,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,183168,completa
142932,gemini-3.5-flash,5,4,5,5,Bella Vista,Apartamentos,143789,completa
142943,gemini-3.5-flash,4,4,5,1,Bella Vista,Apartamentos,200000,completa
142958,gemini-3.5-flash,5,4,5,5,Bella Vista,Apartamentos,206783,completa
142805,gemini-3.5-flash,4,4,4,1,zona_no_determinada,Apartamentos,99500,completa
142793,gemini-3.5-flash,4,4,5,1,El Cangrejo,Apartamentos,1250000,completa
142781,gemini-3.5-flash,4,4,5,1,El Cangrejo,Apartamentos,320000,completa
142778,gemini-3.5-flash,3,4,3,1,Marbella,Apartamentos,230000,completa
142632,gemini-3.5-flash,4,4,4,1,El Cangrejo,Apartamentos,188999,completa
143409,gemini-3.5-flash,4,4,4,1,zona_no_determinada,Apartamentos,120000,completa
143408,gemini-3.5-flash,4,4,5,1,San Francisco,Apartamentos,150000,completa
143407,gemini-3.5-flash,4,4,4,1,zona_no_determinada,Apartamentos,130000,completa
142836,gemini-3.5-flash,4,5,5,1,Obarrio,Apartamentos,257300,completa
142888,gemini-3.5-flash,4,4,4,1,Obarrio,Apartamentos,269000,completa
142930,gemini-3.5-flash,5,4,5,5,El Cangrejo,Apartamentos,245671,completa
142978,gemini-3.5-flash,4,5,4,1,Marbella,Apartamentos,250500,completa
142509,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,655000,completa
143406,gemini-3.5-flash,5,5,5,5,zona_no_determinada,Apartamentos,117000,completa
142472,gemini-3.5-flash,3,4,4,1,Bella Vista,Apartamentos,695000,completa
142473,gemini-3.5-flash,3,4,4,1,Bella Vista,Apartamentos,225000,completa
136835,gemini-3.5-flash,5,5,5,1,Bella Vista,Apartamentos,360000,completa
139881,gemini-3.5-flash,1,2,1,1,zona_no_determinada,Apartamentos,200000,preview
139925,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,655000,completa
139809,gemini-3.5-flash,5,3,4,4,Bella Vista,Apartamentos,330000,completa
139860,gemini-3.5-flash,5,4,4,1,Bella Vista,Apartamentos,420000,completa
